SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),17 - 19A Card Aly,San Francisco,CA,94133,1175000,6,3.0,San Francisco,3036,1113,1912,3,387,,Active,,,http://www.redfin.com/CA/San-Francisco/17-Card-Aly-94133/home/542672,San Francisco MLS,421525403,N,Y,37.7988867,-122.4093167
MLS Listing,,Condo/Co-op,425 14th St #2,San Francisco,CA,94103,1098000,2,2.0,San Francisco,1099,3250,2001,3,999,598,Active,,,http://www.redfin.com/CA/San-Francisco/425-14th-St-94103/unit-2/home/1373236,San Francisco MLS,421541579,N,Y,37.768023,-122.4228199
MLS Listing,,Condo/Co-op,666 Post St #902,San Francisco,CA,94109,659000,1,1.0,San Francisco,775,,,3,850,785,Active,,,http://www.redfin.com/CA/San-Francisco/666-Post-St-94109/unit-902/home/12400763,San Francisco MLS,421540688,N,Y,37.7879107,-122.4129132
MLS Listing,,Condo/Co-op,881 Corbett Ave #1,San Francisco,CA,94131,1395000,2,2.5,San Francisco,1597,2378,2006,3,874,220,Active,,,http://www.redfin.com/CA/San-Francisco/881-Corbett-Ave-94131/unit-1/home/12277549,San Francisco MLS,421540224,N,Y,37.7527567,-122.4435169
MLS Listing,,Condo/Co-op,250 King St #852,San Francisco,CA,94107,1929000,3,2.0,San Francisco,1653,213232,2004,3,1167,1027,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-852/home/12402044,San Francisco MLS,421538426,N,Y,37.7781222,-122.3932903
MLS Listing,,Condo/Co-op,2448 Lombard St Ph 3,San Francisco,CA,94123,3295000,3,2.5,San Francisco,,,2020,4,,896,Active,,,http://www.redfin.com/CA/San-Francisco/2448-Lombard-St-94123/unit-3/home/175000544,San Francisco MLS,421541340,N,Y,37.7993413,-122.441967
MLS Listing,,Condo/Co-op,2448 Lombard St Ph 4,San Francisco,CA,94123,2698000,3,3.0,San Francisco,,,2020,4,,793,Active,,,http://www.redfin.com/CA/San-Francisco/2448-Lombard-St-94123/unit-4/home/175000560,San Francisco MLS,421541549,N,Y,37.7993413,-122.441967
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 3F,San Francisco,CA,94102,998000,2,2.0,San Francisco,977,,2020,4,1021,645,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-3F/home/175000399,San Francisco MLS,421541308,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 3A,San Francisco,CA,94102,668000,1,1.0,San Francisco,568,,2021,4,1176,553,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-3A/home/175000394,San Francisco MLS,421541301,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 1B,San Francisco,CA,94102,649000,1,1.0,San Francisco,573,,2021,4,1133,553,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-1B/home/175000393,San Francisco MLS,421541295,N,Y,37.7808655,-122.4196054
MLS Listing,,Single Family Residential,177 Baltimore Way,SAN FRANCISCO,CA,94112,898000,3,1.5,SAN FRANCISCO,1225,3650,1929,4,733,,Active,,,http://www.redfin.com/CA/San-Francisco/177-Baltimore-Way-94112/home/1389442,MLSListings,ML81840405,N,Y,37.7084542,-122.4328116
MLS Listing,,Condo/Co-op,35 Dolores St #310,San Francisco,CA,94103,1449000,2,2.0,San Francisco,974,19819,2015,4,1488,602,Active,,,http://www.redfin.com/CA/San-Francisco/35-Dolores-St-94103/unit-310/home/175000356,San Francisco MLS,421538423,N,Y,37.7686054,-122.4265343
MLS Listing,,Condo/Co-op,2135 California St #3,San Francisco,CA,94115,1425000,3,2.0,San Francisco,1177,7563,1922,4,1211,509,Active,,,http://www.redfin.com/CA/San-Francisco/2135-California-St-94115/unit-3/home/175000355,San Francisco MLS,421541442,N,Y,37.7892176,-122.4295378
MLS Listing,,Condo/Co-op,3535 Wawona St #422,SAN FRANCISCO,CA,94116,1100000,1,1.0,SAN FRANCISCO,803,,2020,4,1370,533,Active,,,http://www.redfin.com/CA/San-Francisco/3535-Wawona-St-94116/unit-422/home/173690082,MLSListings,ML81840399,N,Y,37.7360911,-122.5046285
MLS Listing,,Condo/Co-op,4763 18th St,San Francisco,CA,94114,1295000,3,2.0,San Francisco,1679,2737,1912,4,771,220,Active,,,http://www.redfin.com/CA/San-Francisco/4763-18th-St-94114/home/40629024,San Francisco MLS,421540704,N,Y,37.7596893,-122.4441251
MLS Listing,,Single Family Residential,875 Francisco St,San Francisco,CA,94109,13500000,4,4.5,San Francisco,6330,3576,1915,4,2133,,Active,,,http://www.redfin.com/CA/San-Francisco/875-Francisco-St-94109/home/949892,San Francisco MLS,421541328,N,Y,37.8036803,-122.419539
MLS Listing,,Condo/Co-op,1365 Scott St #4,San Francisco,CA,94115,949000,2,1.5,San Francisco,938,8432,1987,4,1012,623,Active,,,http://www.redfin.com/CA/San-Francisco/1365-Scott-St-94115/unit-4/home/594046,San Francisco MLS,421541407,N,Y,37.782414,-122.437861
MLS Listing,,Single Family Residential,2674 San Jose Ave,San Francisco,CA,94112,998000,3,2.0,San Francisco,1624,2504,1949,4,615,,Active,,,http://www.redfin.com/CA/San-Francisco/2674-San-Jose-Ave-94112/home/938617,San Francisco MLS,421541349,N,Y,37.7147276,-122.4518658
MLS Listing,,Multi-Family (2-4 Unit),156 - 158 Beaver St,San Francisco,CA,94114,1999000,5,4.0,San Francisco,3035,1195,1929,4,659,63,Active,,,http://www.redfin.com/CA/San-Francisco/156-Beaver-St-94114/home/2036724,San Francisco MLS,421540898,N,Y,37.7651301,-122.4365001
MLS Listing,,Condo/Co-op,250 King St #730,San Francisco,CA,94107,1369000,2,2.0,San Francisco,1415,,2004,4,967,992,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-730/home/22886066,San Francisco MLS,421536578,N,Y,37.7781222,-122.3932903
MLS Listing,,Condo/Co-op,35 Lucerne St Unit C,San Francisco,CA,94103,985000,1,1.5,San Francisco,1446,1250,1997,4,681,689,Active,,,http://www.redfin.com/CA/San-Francisco/35-Lucerne-St-94103/unit-C/home/12396242,San Francisco MLS,421541421,N,Y,37.7736006,-122.4014841
MLS Listing,,Condo/Co-op,4761 18th St,San Francisco,CA,94114,1195000,2,1.0,San Francisco,1245,2737,1912,4,960,233,Active,,,http://www.redfin.com/CA/San-Francisco/4761-18th-St-94114/home/40628896,San Francisco MLS,421540173,N,Y,37.7596335,-122.4440987
MLS Listing,,Single Family Residential,80 San Andreas Way,San Francisco,CA,94127,2695000,3,3.5,San Francisco,2435,5174,1925,4,1107,201,Active,,,http://www.redfin.com/CA/San-Francisco/80-San-Andreas-Way-94127/home/692988,San Francisco MLS,421540424,N,Y,37.7331231,-122.4644819
MLS Listing,,Condo/Co-op,72 Cook St,San Francisco,CA,94118,1148000,2,1.0,San Francisco,1274,3050,1924,4,901,,Active,,,http://www.redfin.com/CA/San-Francisco/72-Cook-St-94118/home/591658,San Francisco MLS,421541360,N,Y,37.78254,-122.451966
MLS Listing,,Single Family Residential,31 Miramar Ave,San Francisco,CA,94112,1495000,3,2.0,San Francisco,2064,2809,1929,4,724,,Active,,,http://www.redfin.com/CA/San-Francisco/31-Miramar-Ave-94112/home/1037539,San Francisco MLS,421539764,N,Y,37.718827,-122.4584228
MLS Listing,,Condo/Co-op,3884 23rd St,San Francisco,CA,94114,1150000,2,1.0,San Francisco,1057,2250,1900,4,1088,405,Active,,,http://www.redfin.com/CA/San-Francisco/3884-23rd-St-94114/home/2006496,San Francisco MLS,421541329,N,Y,37.7533841,-122.4295268
MLS Listing,,Condo/Co-op,2299 Market St #201,San Francisco,CA,94114,899000,1,1.0,San Francisco,688,,2013,4,1307,502,Active,,,http://www.redfin.com/CA/San-Francisco/2299-Market-St-94114/unit-201/home/110051884,San Francisco MLS,421541309,N,Y,37.76408,-122.4328702
MLS Listing,,Single Family Residential,3755 20th St,San Francisco,CA,94110,4195000,4,2.5,San Francisco,3900,,1889,4,1076,,Active,,,http://www.redfin.com/CA/San-Francisco/3755-20th-St-94110/home/713440,San Francisco MLS,421539740,N,Y,37.7581055,-122.4247308
MLS Listing,,Single Family Residential,928 Castro St,San Francisco,CA,94114,2500000,3,2.5,San Francisco,1850,2622,1908,4,1351,,Active,,,http://www.redfin.com/CA/San-Francisco/928-Castro-St-94114/home/2016558,San Francisco MLS,421531504,N,Y,37.7540032,-122.4346253
MLS Listing,,Single Family Residential,745 39th Ave,San Francisco,CA,94121,2395000,4,1.5,San Francisco,2990,3598,1927,4,801,,Active,,,http://www.redfin.com/CA/San-Francisco/745-39th-Ave-94121/home/1839528,San Francisco MLS,421540750,N,Y,37.7746932,-122.4996354
MLS Listing,,Condo/Co-op,2401 45th Ave #3,San Francisco,CA,94116,775000,2,1.0,San Francisco,900,2178,1961,4,861,100,Active,,,http://www.redfin.com/CA/San-Francisco/2401-45th-Ave-94116/unit-3/home/982441,San Francisco MLS,421540879,N,Y,37.7416604,-122.5037261
MLS Listing,,Condo/Co-op,4351 17th St,San Francisco,CA,94114,945000,2,,San Francisco,1230,2705,1994,4,768,275,Active,,,http://www.redfin.com/CA/San-Francisco/4351-17th-St-94114/home/1854637,San Francisco MLS,421540271,N,Y,37.7619697,-122.4416513
MLS Listing,,Single Family Residential,1778 48th Ave,San Francisco,CA,94122,1295000,3,2.0,San Francisco,1546,2996,1945,4,838,,Active,,,http://www.redfin.com/CA/San-Francisco/1778-48th-Ave-94122/home/963562,San Francisco MLS,421529863,N,Y,37.7533065,-122.5073915
MLS Listing,,Multi-Family (2-4 Unit),1742 - 1746 Filbert St,San Francisco,CA,94123,3688000,9,1.0,San Francisco,4644,4133,1911,4,794,,Active,,,http://www.redfin.com/CA/San-Francisco/1742-Filbert-St-94123/home/563026,San Francisco MLS,421540322,N,Y,37.799292,-122.4282454
MLS Listing,,Condo/Co-op,870 Harrison St #602,San Francisco,CA,94107,819000,1,1.0,San Francisco,583,5843,,4,1405,670,Active,,,http://www.redfin.com/CA/San-Francisco/870-Harrison-St-94107/unit-602/home/109315282,San Francisco MLS,421539483,N,Y,37.7797695,-122.401375
MLS Listing,,Condo/Co-op,630 Leavenworth St #5,San Francisco,CA,94109,929000,2,2.0,San Francisco,966,,1918,4,962,605,Active,,,http://www.redfin.com/CA/San-Francisco/630-Leavenworth-St-94109/unit-5/home/35636082,San Francisco MLS,421540961,N,Y,37.7869986,-122.4146335
MLS Listing,,Condo/Co-op,1160 Mission St #1106,San Francisco,CA,94103,1350000,2,2.0,San Francisco,1146,,2008,4,1178,961,Active,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1106/home/17305366,San Francisco MLS,421541246,N,Y,37.7786972,-122.4126145
MLS Listing,,Condo/Co-op,388 Fulton St #212,San Francisco,CA,94102,382532,1,1.0,San Francisco,404,12509,2016,4,947,491,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-212/home/113206651,San Francisco MLS,421541227,N,Y,37.7790326,-122.4231449
MLS Listing,,Condo/Co-op,1905 Laguna St #104,San Francisco,CA,94115,749000,0,1.0,San Francisco,,6250,1924,4,,538,Active,,,http://www.redfin.com/CA/San-Francisco/1905-Laguna-St-94115/unit-104/home/999393,San Francisco MLS,421538519,N,Y,37.788734,-122.4289813
MLS Listing,,Condo/Co-op,2148 Union St #2,San Francisco,CA,94123,1399000,2,2.0,San Francisco,,,2021,4,,227,Active,,,http://www.redfin.com/CA/San-Francisco/2148-Union-St-94123/unit-2/home/174998515,San Francisco MLS,421541213,N,Y,37.7973787,-122.4347049
MLS Listing,,Single Family Residential,2832 Union St,San Francisco,CA,94123,3495000,3,3.0,San Francisco,2615,3075,1914,4,1337,,Active,,,http://www.redfin.com/CA/San-Francisco/2832-Union-St-94123/home/582669,San Francisco MLS,421540732,N,Y,37.7959339,-122.446099
MLS Listing,,Condo/Co-op,2148 Union St #4,San Francisco,CA,94123,1250000,1,1.0,San Francisco,,,2021,4,,227,Active,,,http://www.redfin.com/CA/San-Francisco/2148-Union-St-94123/unit-4/home/174998285,San Francisco MLS,421540920,N,Y,37.7973787,-122.4347049
MLS Listing,,Condo/Co-op,1905 Eddy St #1,San Francisco,CA,94115,1295000,3,2.0,San Francisco,1265,30997,1983,4,1024,570,Active,,,http://www.redfin.com/CA/San-Francisco/1905-Eddy-St-94115/unit-1/home/1716825,San Francisco MLS,421534368,N,Y,37.7804383,-122.4392489
MLS Listing,,Multi-Family (2-4 Unit),1814 - 1816 Webster St,San Francisco,CA,94115,1995000,4,3.0,San Francisco,2390,1444,1900,4,835,,Active,,,http://www.redfin.com/CA/San-Francisco/1814-Webster-St-94115/home/569800,San Francisco MLS,421532606,N,Y,37.787814,-122.4313986
MLS Listing,,Single Family Residential,2652 Chestnut St,San Francisco,CA,94123,7995000,5,6.0,San Francisco,,3000,2014,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/2652-Chestnut-St-94123/home/1079461,San Francisco MLS,421540655,N,Y,37.7996223,-122.4471268
MLS Listing,,Condo/Co-op,1310 California St,San Francisco,CA,94109,2150000,3,2.0,San Francisco,1690,1875,1911,4,1272,400,Active,,,http://www.redfin.com/CA/San-Francisco/1310-California-St-94109/home/549322,San Francisco MLS,421536018,N,Y,37.791374,-122.416141
MLS Listing,,Single Family Residential,653 Duncan St,San Francisco,CA,94131,3000000,3,3.5,San Francisco,2373,2850,1996,4,1264,,Active,,,http://www.redfin.com/CA/San-Francisco/653-Duncan-St-94131/home/802760,San Francisco MLS,421541018,N,Y,37.7454471,-122.4346276
MLS Listing,,Single Family Residential,4 Russian Hill Pl,San Francisco,CA,94133,5700000,3,3.0,San Francisco,,,1951,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/4-Russian-Hill-Pl-94133/home/1126144,San Francisco MLS,421522919,N,Y,37.798069,-122.4149716
MLS Listing,,Condo/Co-op,123 San Jose Ave Unit C,San Francisco,CA,94110,595000,1,1.0,San Francisco,,,,4,,250,Active,,,http://www.redfin.com/CA/San-Francisco/123-San-Jose-Ave-94110/unit-C/home/174997390,San Francisco MLS,421536539,N,Y,37.7527979,-122.421353
MLS Listing,,Single Family Residential,4272 25th St,San Francisco,CA,94114,1695000,2,2.5,San Francisco,1659,2848,1893,4,1022,,Active,,,http://www.redfin.com/CA/San-Francisco/4272-25th-St-94114/home/1822042,San Francisco MLS,421539809,N,Y,37.7498217,-122.4355101
MLS Listing,,Multi-Family (2-4 Unit),312 - 312 A Lombard St,San Francisco,CA,94133,2395000,4,2.0,San Francisco,2212,1786,1926,4,1083,,Active,,,http://www.redfin.com/CA/San-Francisco/312-Lombard-St-94133/home/1935960,San Francisco MLS,421539106,N,Y,37.8037398,-122.4068964
MLS Listing,,Single Family Residential,71 Marston Ave,San Francisco,CA,94112,1788000,6,6.0,San Francisco,2520,2809,1926,4,710,,Active,,,http://www.redfin.com/CA/San-Francisco/71-Marston-Ave-94112/home/1790901,San Francisco MLS,421540641,N,Y,37.7273073,-122.445994
MLS Listing,,Single Family Residential,325 Surrey St,San Francisco,CA,94131,1695000,3,2.0,San Francisco,1514,2587,,4,1120,,Active,,,http://www.redfin.com/CA/San-Francisco/325-Surrey-St-94131/home/1363585,San Francisco MLS,421540197,N,Y,37.7357767,-122.437379
MLS Listing,,Condo/Co-op,1554 Dolores St,San Francisco,CA,94110,1495000,3,1.5,San Francisco,1832,2512,,4,816,200,Active,,,http://www.redfin.com/CA/San-Francisco/1554-Dolores-St-94110/home/12347130,San Francisco MLS,421537878,N,Y,37.7445016,-122.4247591
MLS Listing,,Single Family Residential,1250 12th Ave,San Francisco,CA,94122,1888000,4,2.0,San Francisco,1960,2996,1927,4,963,,Active,,,http://www.redfin.com/CA/San-Francisco/1250-12th-Ave-94122/home/1684767,San Francisco MLS,421538142,N,Y,37.7648161,-122.4693909
MLS Listing,,Multi-Family (2-4 Unit),459 & 461 Potrero Ave,SAN FRANCISCO,CA,94110,1850000,5,3.0,SAN FRANCISCO,2592,2500,1906,5,714,,Active,,,http://www.redfin.com/CA/San-Francisco/461-Potrero-Ave-94110/home/148059455,MLSListings,ML81840168,N,Y,37.7637035,-122.4070112
MLS Listing,,Single Family Residential,2523 Pacific Ave,San Francisco,CA,94115,14300000,5,6.0,San Francisco,8520,5114,1903,5,1678,,Active,,,http://www.redfin.com/CA/San-Francisco/2523-Pacific-Ave-94115/home/1498593,San Francisco MLS,421540634,N,Y,37.7927685,-122.4375893
MLS Listing,,Condo/Co-op,1438 Green St Unit 7C,San Francisco,CA,94109,1495000,2,2.0,San Francisco,1068,17413,1998,5,1400,1192,Active,,,http://www.redfin.com/CA/San-Francisco/1438-Green-St-94109/unit-7C/home/1999053,San Francisco MLS,421540909,N,Y,37.7980437,-122.4229237
MLS Listing,,Condo/Co-op,348 Church St #202,San Francisco,CA,94114,1295000,2,2.0,San Francisco,1211,9334,1995,5,1069,545,Active,,,http://www.redfin.com/CA/San-Francisco/348-Church-St-94114/unit-202/home/2008617,San Francisco MLS,421540893,N,Y,37.7653992,-122.4289848
MLS Listing,,Condo/Co-op,260 King St #609,San Francisco,CA,94107,799000,1,1.0,San Francisco,823,,2004,5,971,811,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-609/home/12331054,San Francisco MLS,421537708,N,Y,37.7776624,-122.3938672
MLS Listing,,Single Family Residential,2178 18th Ave,San Francisco,CA,94116,2168000,5,5.0,San Francisco,2764,3606,1928,5,784,,Active,,,http://www.redfin.com/CA/San-Francisco/2178-18th-Ave-94116/home/1271060,San Francisco MLS,421531172,N,Y,37.747251,-122.4746976
MLS Listing,,Condo/Co-op,270 Valencia St #506,San Francisco,CA,94103,895000,2,1.0,San Francisco,740,9578,2005,5,1209,845,Active,,,http://www.redfin.com/CA/San-Francisco/270-Valencia-St-94103/unit-506/home/11743577,San Francisco MLS,421540721,N,Y,37.7685554,-122.4225153
MLS Listing,,Condo/Co-op,1595 Treat Ave,San Francisco,CA,94110,1495000,3,3.0,San Francisco,1760,2775,1908,5,849,350,Active,,,http://www.redfin.com/CA/San-Francisco/1595-Treat-Ave-94110/home/45441942,San Francisco MLS,421520036,N,Y,37.7451599,-122.4121355
MLS Listing,,Condo/Co-op,1593 Treat Ave,San Francisco,CA,94110,995000,2,1.0,San Francisco,1130,2775,1908,5,881,350,Active,,,http://www.redfin.com/CA/San-Francisco/1593-Treat-Ave-94110/home/45441937,San Francisco MLS,421520035,N,Y,37.745162,-122.41221
MLS Listing,,Single Family Residential,1631 47th Ave,San Francisco,CA,94122,1195000,4,3.0,San Francisco,1650,3000,1923,5,724,,Active,,,http://www.redfin.com/CA/San-Francisco/1631-47th-Ave-94122/home/636360,San Francisco MLS,421540766,N,Y,37.7560223,-122.5069002
MLS Listing,,Single Family Residential,674 29th St,San Francisco,CA,94131,1495000,2,2.5,San Francisco,,2848,1910,5,,,Active,,,http://www.redfin.com/CA/San-Francisco/674-29th-St-94131/home/844509,San Francisco MLS,421540689,N,Y,37.7433126,-122.4349369
MLS Listing,,Condo/Co-op,8 Octavia St #608,San Francisco,CA,94102,1295000,2,2.0,San Francisco,1001,12456,2014,5,1294,844,Active,,,http://www.redfin.com/CA/San-Francisco/8-Octavia-St-94102/unit-608/home/110051576,San Francisco MLS,421540185,N,Y,37.7726231,-122.4234103
MLS Listing,,Multi-Family (2-4 Unit),3268 - 3270 Market St,San Francisco,CA,94114,1099000,2,1.0,San Francisco,1000,860,1916,5,1099,,Active,,,http://www.redfin.com/CA/San-Francisco/3268-Market-St-94114/home/174978477,San Francisco MLS,421534919,N,Y,37.7585583,-122.4448599
MLS Listing,,Multi-Family (2-4 Unit),52 - 54 Valparaiso St,San Francisco,CA,94133,1788000,3,1.0,San Francisco,1622,919,1913,5,1102,,Active,,,http://www.redfin.com/CA/San-Francisco/52-Valparaiso-St-94133/home/1722253,San Francisco MLS,421526643,N,Y,37.8014242,-122.4136368
MLS Listing,,Condo/Co-op,1584 Fulton St,San Francisco,CA,94117,625000,1,1.0,San Francisco,552,,1900,5,1132,170,Active,,,http://www.redfin.com/CA/San-Francisco/1584-Fulton-St-94117/Frnt/home/148070531,San Francisco MLS,421539560,N,Y,37.7764855,-122.4428761
MLS Listing,,Condo/Co-op,1000 3rd St #412,San Francisco,CA,94158,987000,1,1.0,San Francisco,767,46014,2018,5,1287,828,Active,,,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-412/home/112856095,San Francisco MLS,513815,N,Y,37.7752125,-122.3902276
MLS Listing,,Multi-Family (2-4 Unit),304 Holloway Ave,San Francisco,CA,94112,1150000,3,1.0,San Francisco,1968,2500,1916,6,584,,Active,,,http://www.redfin.com/CA/San-Francisco/304-Holloway-Ave-94112/home/1037444,San Francisco MLS,421540338,N,Y,37.7219958,-122.4564768
MLS Listing,,Single Family Residential,2700 Pierce St,San Francisco,CA,94123,12100000,6,6.0,San Francisco,6945,5262,1907,6,1742,,Active,,,http://www.redfin.com/CA/San-Francisco/2700-Pierce-St-94123/home/1626861,San Francisco MLS,421540321,N,Y,37.7950201,-122.4382528
MLS Listing,,Single Family Residential,534 Valley St,San Francisco,CA,94131,3995000,4,3.5,San Francisco,,2848,,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/534-Valley-St-94131/home/1912621,San Francisco MLS,421540543,N,Y,37.7442269,-122.4342536
MLS Listing,,Single Family Residential,378 Collingwood St,San Francisco,CA,94114,5700000,3,3.0,San Francisco,2820,2570,1940,6,2021,,Active,,,http://www.redfin.com/CA/San-Francisco/378-Collingwood-St-94114/home/1291449,San Francisco MLS,421536620,N,Y,37.7564329,-122.4358772
MLS Listing,,Condo/Co-op,201 Folsom St Unit 2C,San Francisco,CA,94105,1548000,1,1.5,San Francisco,1354,75406,2016,6,1143,1242,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-2C/home/144064109,San Francisco MLS,421539858,N,Y,37.7887059,-122.3922385
MLS Listing,,Condo/Co-op,1075 Market St #307,San Francisco,CA,94103,331429,1,1.0,San Francisco,500,12286,2018,6,663,666,Active,,,http://www.redfin.com/CA/San-Francisco/1075-Market-St-94103/unit-307/home/169571393,San Francisco MLS,421540414,N,Y,37.7807996,-122.4118342
MLS Listing,,Multi-Family (2-4 Unit),1785-1787 Alabama St,SAN FRANCISCO,CA,94110,2200000,5,3.0,SAN FRANCISCO,3044,1999,1909,6,723,,Active,,,http://www.redfin.com/CA/San-Francisco/1785-Alabama-St-94110/home/2024976,MLSListings,ML81839973,N,Y,37.7444574,-122.410101
MLS Listing,,Multi-Family (2-4 Unit),3827 - 3829 20th St,San Francisco,CA,94114,3995000,6,1.0,San Francisco,4083,2848,1911,6,978,,Active,,,http://www.redfin.com/CA/San-Francisco/3827-20th-St-94114/home/1993403,San Francisco MLS,421540491,N,Y,37.7579421,-122.4264417
MLS Listing,,Multi-Family (5+ Unit),606 Broadway,SAN FRANCISCO,CA,94133,8000000,,,SAN FRANCISCO,11340,2291,1907,6,705,,Active,,,http://www.redfin.com/CA/San-Francisco/606-Broadway-94133/home/174976180,MLSListings,ML81838649,N,Y,37.798008,-122.4072142
MLS Listing,,Condo/Co-op,140 S Van Ness Ave #405,SAN FRANCISCO,CA,94103,750000,1,1.5,SAN FRANCISCO,830,,2002,6,904,560,Active,,,http://www.redfin.com/CA/San-Francisco/140-S-Van-Ness-Ave-94103/unit-405/home/22874502,MLSListings,ML81839937,N,Y,37.7716556,-122.418809
MLS Listing,,Single Family Residential,1417 15th St,San Francisco,CA,94103,5000000,0,,San Francisco,9045,5000,1906,6,553,,Active,,,http://www.redfin.com/CA/San-Francisco/1417-15th-St-94103/home/12395717,San Francisco MLS,421540425,N,Y,37.7666648,-122.4161551
MLS Listing,,Multi-Family (2-4 Unit),1708 - 1710 Lombard St,San Francisco,CA,94123,2200000,4,2.0,San Francisco,3040,2063,1924,6,724,,Active,,,http://www.redfin.com/CA/San-Francisco/1708-Lombard-St-94123/home/998859,San Francisco MLS,421539761,N,Y,37.8008921,-122.4297861
MLS Listing,,Single Family Residential,27 Wanda St,SAN FRANCISCO,CA,94112,998000,2,1.0,SAN FRANCISCO,885,2500,1915,6,1128,,Active,,,http://www.redfin.com/CA/San-Francisco/27-Wanda-St-94112/home/1551776,MLSListings,ML81839935,N,Y,37.72309,-122.4398785
MLS Listing,,Single Family Residential,307 Moultrie St,San Francisco,CA,94110,1195000,2,1.5,San Francisco,,1750,1910,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/307-Moultrie-St-94110/home/761979,San Francisco MLS,421529860,N,Y,37.7402468,-122.4156343
MLS Listing,,Single Family Residential,1575 26th Ave,San Francisco,CA,94122,1795000,4,3.0,San Francisco,1462,3000,1940,6,1228,,Active,,,http://www.redfin.com/CA/San-Francisco/1575-26th-Ave-94122/home/2021441,BAREIS,421536401,N,Y,37.7581292,-122.4845729
MLS Listing,,Condo/Co-op,110 Channel St #104,San Francisco,CA,94158,1299000,2,2.0,San Francisco,,,2017,6,,872,Active,,,http://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-104/home/167382781,San Francisco MLS,511484,N,Y,37.7751436,-122.3906212
MLS Listing,,Single Family Residential,18 Lapidge St,San Francisco,CA,94110,1195000,2,1.0,San Francisco,1083,2000,1909,6,1103,,Active,,,http://www.redfin.com/CA/San-Francisco/18-Lapidge-St-94110/home/710524,San Francisco MLS,421539000,N,Y,37.7612657,-122.4226029
MLS Listing,,Single Family Residential,217 Chester Ave,San Francisco,CA,94132,895000,1,1.0,San Francisco,980,1890,1937,6,913,,Active,,,http://www.redfin.com/CA/San-Francisco/217-Chester-Ave-94132/home/1986716,San Francisco MLS,421533379,N,Y,37.711877,-122.4702311
MLS Listing,,Condo/Co-op,1868 Van Ness Ave #401,San Francisco,CA,94109,1225000,2,2.0,San Francisco,989,9202,2017,6,1239,769,Active,,,http://www.redfin.com/CA/San-Francisco/1868-Van-Ness-Ave-94109/unit-401/home/113439209,San Francisco MLS,421532425,N,Y,37.7929464,-122.422437
MLS Listing,,Townhouse,550 Davis #27,San Francisco,CA,94111,2998000,3,2.5,San Francisco,2020,83732,1981,6,1484,1431,Active,,,http://www.redfin.com/CA/San-Francisco/550-Davis-St-94111/unit-27/home/547533,San Francisco MLS,421538872,N,Y,37.797573,-122.3982752
MLS Listing,,Condo/Co-op,2983 21st St Unit B,San Francisco,CA,94110,429000,1,1.0,San Francisco,,1711,1900,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/2983-21st-St-94110/unit-B/home/174974941,San Francisco MLS,421540056,N,Y,37.7571598,-122.4142081
MLS Listing,,Single Family Residential,581 Laidley St,SAN FRANCISCO,CA,94131,999000,1,1.0,SAN FRANCISCO,876,2495,1913,6,1140,,Active,,,http://www.redfin.com/CA/San-Francisco/581-Laidley-St-94131/home/807672,MLSListings,ML81839882,N,Y,37.7350422,-122.4320598
MLS Listing,,Condo/Co-op,2983 21st St Unit C,San Francisco,CA,94110,619000,1,1.0,San Francisco,,1711,1900,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/2983-21st-St-94110/unit-C/home/174974901,San Francisco MLS,421540057,N,Y,37.7571598,-122.4142081
